,Vendor,Type_of_Spend,Brand,PO_Number,PO_Amount,Invoice_Amount,Difference,Date_Opened
3088,The Martingale Agency,Influencer,Transmorphers,50416166,26361,1025,25336,2022-08-06
4175,KYG Antler LLC,Brand Publicity,Transmorphers,61369921,26360,24199,2161,2022-02-03
3375,Nintendo Technologies,Influencer,GI-Bro,52303765,26283,7661,18622,2022-03-06
4019,Nintendo Technologies,E-Commerce,Merf,52087241,26258,271,25987,2022-07-12
4460,Disney Studios,Influencer,Clay-Dough,85200254,26166,241,25925,2022-09-26
3556,TikTok Inc,Brand Asset Development,Transmorphers,85937405,26116,968,25148,2022-08-15
13,Nintendo Technologies,Brand Asset Development,GI-Bro,17901608,26097,19961,6136,2022-01-27
2793,Google Inc.,E-Commerce,Space Wars,38645645,26089,544,25545,2022-09-01
2033,Nintendo Technologies,Media Supported Asset,Clay-Dough,99613052,26079,775,25304,2022-07-30
2554,Meta Platforms,Brand Asset Development,GI-Bro,91729682,26068,16591,9477,2022-06-19
109,KYG Antler LLC,E-Commerce,Space Wars,94598231,26026,25261,765,2022-01-08
3944,Meta Platforms,E-Commerce,GI-Bro,18222513,26007,19705,6302,2022-01-23
255,Google Inc.,Influencer,GI-Bro,52066570,25990,11312,14678,2022-03-20
4811,Disney Studios,Influencer,GI-Bro,37660433,25965,513,25452,2022-06-13
4548,Google Inc.,Brand Asset Development,Transmorphers,43952162,25926,898,25028,2022-08-25
4716,KYG Antler LLC,Influencer,Clay-Dough,56867195,25899,136,25763,2022-08-24
3961,Disney Studios,Brand Publicity,GI-Bro,80855270,25893,13190,12703,2022-01-04
2533,KYG Antler LLC,Brand Asset Development,Clay-Dough,49960837,25885,784,25101,2022-07-09
2619,Nintendo Technologies,Influencer,Clay-Dough,65874396,25842,302,25540,2022-07-12
46,The Martingale Agency,E-Commerce,Merf,25886582,25816,6071,19745,2022-05-27
1822,Disney Studios,Brand Asset Development,Merf,70991401,25781,2970,22811,2022-06-02
1801,TikTok Inc,Influencer,Transmorphers,42682567,25779,18458,7321,2022-06-23
2425,KYG Antler LLC,Influencer,Transmorphers,80276472,25770,16125,9645,2022-05-29
2324,Google Inc.,Influencer,Clay-Dough,95239401,25737,91,25646,2022-07-18
2048,Pinterest Inc,Brand Publicity,Merf,75099740,25735,2533,23202,2022-02-15
2769,Meta Platforms,Brand Asset Development,GI-Bro,93935778,25638,12360,13278,2022-04-09
4925,Meta Platforms,Brand Publicity,Merf,18021921,25596,20639,4957,2022-05-15
510,TikTok Inc,Brand Asset Development,Transmorphers,57589433,25540,7533,18007,2022-02-12
2015,Google Inc.,Influencer,Transmorphers,52392204,25486,2168,23318,2022-03-12
1465,Google Inc.,E-Commerce,Transmorphers,94822027,25459,25115,344,2022-06-15
4949,Pinterest Inc,Media Supported Asset,Space Wars,94193313,25459,8636,16823,2022-05-21
2830,TikTok Inc,Media Supported Asset,Space Wars,34076293,25449,12894,12555,2022-04-01
1804,KYG Antler LLC,Brand Publicity,Merf,11765003,25444,22615,2829,2022-01-10
4520,KYG Antler LLC,Brand Asset Development,Transmorphers,59876176,25438,3202,22236,2022-03-07
1189,The Martingale Agency,E-Commerce,Merf,60092323,25429,15787,9642,2022-01-12
1984,TikTok Inc,Brand Asset Development,Clay-Dough,28771229,25401,13907,11494,2022-01-26
2241,Pinterest Inc,Brand Asset Development,Clay-Dough,23853078,25345,285,25060,2022-07-04
3034,Disney Studios,Media Supported Asset,Merf,67546547,25316,206,25110,2022-08-17
1736,Pinterest Inc,Media Supported Asset,GI-Bro,94234369,25313,8700,16613,2022-04-13
4047,Pinterest Inc,Brand Asset Development,Merf,52129758,25292,21173,4119,2022-02-16
1431,Pinterest Inc,Brand Publicity,Merf,76989243,25284,141,25143,2022-08-11
1344,The Martingale Agency,Brand Asset Development,Clay-Dough,53081702,25252,15848,9404,2022-06-10
3249,Google Inc.,Brand Asset Development,Merf,25221638,25245,2010,23235,2022-03-14
3827,The Martingale Agency,Influencer,GI-Bro,96091901,25217,179,25038,2022-09-08
4484,Meta Platforms,E-Commerce,Transmorphers,37597858,25215,121,25094,2022-08-30
1991,The Martingale Agency,E-Commerce,Transmorphers,66717770,25212,1819,23393,2022-06-11
3509,Disney Studios,Influencer,Space Wars,54587445,25195,3426,21769,2022-01-18
2068,Disney Studios,Influencer,Space Wars,48988826,25174,15661,9513,2022-04-21
2942,Google Inc.,Brand Asset Development,Clay-Dough,35522942,25154,18738,6416,2022-06-13
3402,Disney Studios,Media Supported Asset,Transmorphers,32386578,25090,4135,20955,2022-02-28
523,Disney Studios,Brand Publicity,Merf,76247270,25086,19237,5849,2022-02-08
1717,Pinterest Inc,Brand Asset Development,Clay-Dough,98186686,25045,11537,13508,2022-02-14
4617,KYG Antler LLC,Brand Asset Development,Clay-Dough,32211525,25031,11998,13033,2022-04-27
3492,Google Inc.,Influencer,Transmorphers,33976780,25014,3101,21913,2022-03-21
3393,The Martingale Agency,Influencer,Merf,57753159,24977,1071,23906,2022-01-17
4521,TikTok Inc,Brand Publicity,Transmorphers,66713100,24963,16775,8188,2022-04-19
1420,The Martingale Agency,E-Commerce,Transmorphers,83778815,24919,18594,6325,2022-03-28
3499,Meta Platforms,Brand Publicity,Transmorphers,42530319,24857,19755,5102,2022-04-22
178,Pinterest Inc,E-Commerce,GI-Bro,70865965,24834,3810,21024,2022-04-23
433,Google Inc.,Media Supported Asset,GI-Bro,86317508,24779,18895,5884,2022-06-28
589,Disney Studios,Brand Publicity,Space Wars,99727335,24771,23469,1302,2022-03-18
221,Disney Studios,Influencer,Merf,73752087,24729,13525,11204,2022-04-01
3864,Meta Platforms,Media Supported Asset,Transmorphers,22680557,24670,19351,5319,2022-02-06
357,Google Inc.,Media Supported Asset,GI-Bro,99416615,24661,20345,4316,2022-01-18
2418,Nintendo Technologies,Brand Asset Development,GI-Bro,79088673,24647,11839,12808,2022-01-10
1806,KYG Antler LLC,Media Supported Asset,Space Wars,52894738,24612,11211,13401,2022-03-24
3196,Google Inc.,E-Commerce,Merf,40525428,24521,11199,13322,2022-04-28
4951,Nintendo Technologies,Brand Asset Development,GI-Bro,68268276,24516,18491,6025,2022-03-22
1975,The Martingale Agency,Media Supported Asset,Transmorphers,73366022,24478,20673,3805,2022-06-04
607,The Martingale Agency,Brand Asset Development,Space Wars,73200404,24413,10372,14041,2022-04-16
935,Meta Platforms,E-Commerce,Merf,60630585,24400,8630,15770,2022-06-11
1652,Disney Studios,Brand Publicity,Space Wars,12791861,24304,13315,10989,2022-01-27
2321,Nintendo Technologies,Media Supported Asset,Clay-Dough,65361169,24288,6189,18099,2022-01-24
437,Disney Studios,Media Supported Asset,Merf,66064974,24278,17504,6774,2022-05-15
2462,The Martingale Agency,Influencer,Transmorphers,20634710,24256,19306,4950,2022-02-03
4902,Meta Platforms,E-Commerce,Merf,63069140,24251,3945,20306,2022-06-30
1365,TikTok Inc,E-Commerce,Space Wars,55251325,24212,6969,17243,2022-04-13
2662,The Martingale Agency,E-Commerce,Transmorphers,35967126,24161,22991,1170,2022-02-08
2225,Disney Studios,Brand Publicity,Merf,53216473,24127,19238,4889,2022-04-06
4461,KYG Antler LLC,Brand Publicity,Clay-Dough,29297582,24096,2200,21896,2022-05-26
2887,Meta Platforms,E-Commerce,Clay-Dough,15689942,24068,15180,8888,2022-03-04
2222,Google Inc.,Media Supported Asset,Clay-Dough,76549555,24064,22182,1882,2022-06-05
904,TikTok Inc,Influencer,Merf,85720139,24010,9325,14685,2022-01-04
324,Nintendo Technologies,Media Supported Asset,Space Wars,45260078,24008,10659,13349,2022-04-03
4239,Disney Studios,E-Commerce,GI-Bro,66329996,24002,8990,15012,2022-01-26
2365,Disney Studios,Brand Publicity,Clay-Dough,46939900,23919,5947,17972,2022-05-15
3458,KYG Antler LLC,Media Supported Asset,Clay-Dough,30946745,23838,10819,13019,2022-03-17
496,TikTok Inc,Influencer,Clay-Dough,64481521,23759,21972,1787,2022-04-04
3575,Nintendo Technologies,Brand Publicity,Merf,17697257,23655,19530,4125,2022-06-16
1728,Disney Studios,Influencer,Transmorphers,73239191,23638,13947,9691,2022-05-13
1326,Pinterest Inc,E-Commerce,Merf,83372600,23614,19399,4215,2022-05-20
3890,TikTok Inc,Brand Asset Development,Space Wars,23681214,23608,23599,9,2022-01-24
4897,The Martingale Agency,Brand Asset Development,Space Wars,75923753,23544,13941,9603,2022-05-06
2628,The Martingale Agency,Media Supported Asset,GI-Bro,54736012,23534,251,23283,2022-03-20
3954,TikTok Inc,Brand Publicity,Transmorphers,83470231,23534,6171,17363,2022-03-19
3844,Disney Studios,Influencer,Clay-Dough,71290607,23513,7361,16152,2022-04-19
1397,KYG Antler LLC,Influencer,Clay-Dough,64092655,23497,17808,5689,2022-02-20
2737,Pinterest Inc,Brand Asset Development,GI-Bro,70360373,23372,12992,10380,2022-04-24
2501,KYG Antler LLC,Brand Publicity,GI-Bro,16984054,23272,20546,2726,2022-03-18
2474,Nintendo Technologies,Media Supported Asset,Clay-Dough,93432783,23141,12604,10537,2022-02-27
4964,The Martingale Agency,Media Supported Asset,Transmorphers,93585621,23113,7443,15670,2022-02-17
2500,Nintendo Technologies,E-Commerce,Merf,80163476,23054,8813,14241,2022-03-26
3448,Google Inc.,Influencer,Transmorphers,21941984,23049,8957,14092,2022-06-26
3835,KYG Antler LLC,Influencer,Transmorphers,30205551,23005,591,22414,2022-02-17
1551,Nintendo Technologies,E-Commerce,Clay-Dough,75944809,22993,22493,500,2022-04-01
1874,KYG Antler LLC,E-Commerce,Merf,43732258,22986,3016,19970,2022-06-29
4323,The Martingale Agency,Brand Asset Development,Space Wars,15041484,22985,11485,11500,2022-02-25
3181,Meta Platforms,Brand Asset Development,Transmorphers,64514291,22978,6535,16443,2022-05-19
2877,Google Inc.,Brand Publicity,GI-Bro,36163412,22941,11909,11032,2022-02-04
1914,Google Inc.,Brand Asset Development,Merf,22236338,22898,12436,10462,2022-04-07
4666,Google Inc.,Brand Publicity,Space Wars,66544763,22812,21529,1283,2022-06-28
2915,KYG Antler LLC,Brand Asset Development,Transmorphers,47046221,22806,6311,16495,2022-02-06
4837,The Martingale Agency,Brand Publicity,GI-Bro,10193346,22789,17674,5115,2022-01-27
758,Google Inc.,Influencer,Merf,82763152,22766,6447,16319,2022-01-05
1245,Pinterest Inc,Brand Publicity,Merf,36857508,22752,16997,5755,2022-02-01
4583,Pinterest Inc,Media Supported Asset,GI-Bro,96253243,22673,7127,15546,2022-03-10
3579,Pinterest Inc,Influencer,Transmorphers,33644694,22660,16861,5799,2022-04-05
1025,Google Inc.,E-Commerce,Transmorphers,11082384,22645,21710,935,2022-05-04
4960,Disney Studios,E-Commerce,Clay-Dough,56962934,22613,13087,9526,2022-05-30
1268,KYG Antler LLC,Media Supported Asset,Space Wars,41033824,22592,5736,16856,2022-03-08
4284,Pinterest Inc,Brand Publicity,Transmorphers,73786940,22579,13270,9309,2022-06-14
4614,The Martingale Agency,Influencer,Space Wars,58505894,22558,5852,16706,2022-01-24
3486,Pinterest Inc,E-Commerce,Merf,40585990,22421,18536,3885,2022-03-27
676,Disney Studios,Influencer,Transmorphers,66555013,22408,7634,14774,2022-04-13
2142,Pinterest Inc,Brand Asset Development,GI-Bro,53905913,22223,1589,20634,2022-03-24
158,The Martingale Agency,E-Commerce,Clay-Dough,50525886,22187,15799,6388,2022-06-18
4604,Nintendo Technologies,Influencer,GI-Bro,78642950,22140,10234,11906,2022-05-25
880,Meta Platforms,Media Supported Asset,Space Wars,52156672,22055,20336,1719,2022-06-10
2480,Nintendo Technologies,Influencer,Transmorphers,77908162,22003,19848,2155,2022-01-27
2927,Nintendo Technologies,Media Supported Asset,Space Wars,70497039,21902,17310,4592,2022-04-27
3813,Google Inc.,Influencer,GI-Bro,92552988,21888,12131,9757,2022-04-02
492,TikTok Inc,E-Commerce,Space Wars,82165041,21790,16613,5177,2022-05-18
4613,The Martingale Agency,Brand Asset Development,GI-Bro,31425386,21790,12639,9151,2022-05-23
1619,Disney Studios,Influencer,Merf,71811558,21778,1727,20051,2022-01-25
3033,Disney Studios,Brand Asset Development,Merf,21848783,21733,310,21423,2022-01-24
1282,Google Inc.,Brand Publicity,Merf,64816312,21684,6274,15410,2022-03-14
2701,Disney Studios,E-Commerce,Space Wars,74687034,21641,16408,5233,2022-01-14
3006,KYG Antler LLC,Brand Asset Development,GI-Bro,30729318,21616,7783,13833,2022-06-26
1399,Nintendo Technologies,Influencer,Transmorphers,22475565,21548,11543,10005,2022-01-31
3870,KYG Antler LLC,Media Supported Asset,Transmorphers,15518119,21534,14397,7137,2022-06-17
3076,Google Inc.,Media Supported Asset,Transmorphers,21784879,21522,5444,16078,2022-05-29
2851,Pinterest Inc,Media Supported Asset,GI-Bro,65816210,21487,18241,3246,2022-02-07
1744,The Martingale Agency,E-Commerce,GI-Bro,76170893,21449,2065,19384,2022-06-04
191,Pinterest Inc,Brand Asset Development,Transmorphers,51796393,21438,14600,6838,2022-04-01
4856,Nintendo Technologies,Brand Publicity,Merf,17850970,21362,15516,5846,2022-02-16
3418,Nintendo Technologies,Influencer,Space Wars,32084088,21344,3764,17580,2022-03-17
2587,TikTok Inc,E-Commerce,GI-Bro,28645731,21244,12252,8992,2022-04-14
702,Pinterest Inc,Brand Publicity,Space Wars,41470714,21174,20452,722,2022-02-14
946,KYG Antler LLC,Media Supported Asset,Space Wars,75956897,20994,13942,7052,2022-03-27
1553,Pinterest Inc,Brand Publicity,Merf,19651577,20910,1291,19619,2022-01-25
1779,Disney Studios,Brand Asset Development,Transmorphers,68730718,20861,16586,4275,2022-04-02
1632,Meta Platforms,E-Commerce,Transmorphers,90367949,20839,122,20717,2022-06-16
417,Disney Studios,Brand Publicity,Space Wars,96433337,20799,20653,146,2022-03-22
3588,Google Inc.,Brand Publicity,Clay-Dough,45765520,20790,2977,17813,2022-04-24
996,Google Inc.,Brand Publicity,Merf,97116966,20718,7668,13050,2022-02-24
4310,Google Inc.,E-Commerce,Transmorphers,52587018,20685,3776,16909,2022-01-24
2316,Nintendo Technologies,Brand Publicity,Clay-Dough,49416750,20637,7981,12656,2022-06-19
2079,KYG Antler LLC,Influencer,Clay-Dough,77770002,20602,17455,3147,2022-06-30
1981,Disney Studios,E-Commerce,GI-Bro,23787971,20557,19580,977,2022-02-28
1208,The Martingale Agency,Brand Publicity,Transmorphers,64934253,20500,16200,4300,2022-01-08
873,Nintendo Technologies,Brand Asset Development,Clay-Dough,39776878,20494,14582,5912,2022-04-23
1993,Google Inc.,E-Commerce,GI-Bro,26302220,20476,3868,16608,2022-01-21
741,Meta Platforms,Influencer,GI-Bro,19290007,20458,1055,19403,2022-04-05
2227,Google Inc.,Media Supported Asset,Merf,50602934,20351,18195,2156,2022-06-20
4731,Pinterest Inc,Brand Publicity,GI-Bro,50373376,20291,9004,11287,2022-02-06
4766,Pinterest Inc,Influencer,GI-Bro,51427233,20207,17888,2319,2022-04-27
4958,Disney Studios,Influencer,Merf,19517680,20204,4783,15421,2022-01-27
675,Nintendo Technologies,Brand Publicity,GI-Bro,57481308,20177,6936,13241,2022-02-10
2754,The Martingale Agency,Brand Asset Development,Space Wars,69696281,20143,10119,10024,2022-03-18
3619,Nintendo Technologies,E-Commerce,Merf,22842222,20135,7588,12547,2022-05-20
1324,Pinterest Inc,E-Commerce,Merf,71861044,20119,733,19386,2022-05-27
4049,The Martingale Agency,Influencer,Space Wars,23646564,20113,11549,8564,2022-02-21
283,Disney Studios,Brand Publicity,GI-Bro,64152389,20081,16457,3624,2022-03-24
1732,KYG Antler LLC,Brand Asset Development,Space Wars,32776347,20038,2581,17457,2022-05-09
3606,The Martingale Agency,Influencer,Space Wars,10855748,20012,14022,5990,2022-01-29
2934,Google Inc.,Brand Publicity,Clay-Dough,33623716,19996,11511,8485,2022-06-16
4185,Meta Platforms,E-Commerce,Clay-Dough,92738613,19949,17152,2797,2022-01-10
2075,Nintendo Technologies,Influencer,Transmorphers,66348578,19936,19648,288,2022-05-10
3394,Google Inc.,Brand Publicity,Clay-Dough,49987285,19900,6074,13826,2022-02-22
1575,Meta Platforms,Influencer,Clay-Dough,97661116,19895,4502,15393,2022-06-29
277,Nintendo Technologies,Influencer,Transmorphers,34016841,19841,18730,1111,2022-01-13
3740,The Martingale Agency,Media Supported Asset,Merf,21876413,19809,8345,11464,2022-05-26
2945,Nintendo Technologies,Brand Asset Development,Space Wars,49603296,19716,7875,11841,2022-05-05
4324,Pinterest Inc,Brand Asset Development,Merf,70164574,19704,14469,5235,2022-01-12
2510,KYG Antler LLC,Media Supported Asset,Merf,40314247,19685,8793,10892,2022-02-14
2624,Disney Studios,Influencer,Merf,69191992,19679,7480,12199,2022-03-31
1213,Pinterest Inc,Media Supported Asset,GI-Bro,42764931,19656,16627,3029,2022-03-15
4033,The Martingale Agency,E-Commerce,Clay-Dough,95271627,19608,13677,5931,2022-05-31
3271,KYG Antler LLC,Brand Asset Development,Space Wars,55934314,19584,553,19031,2022-05-09
2083,Nintendo Technologies,Influencer,Clay-Dough,65762751,19577,13168,6409,2022-06-14
1299,TikTok Inc,Influencer,GI-Bro,28178305,19575,18921,654,2022-01-17
1856,The Martingale Agency,Brand Publicity,GI-Bro,15821058,19519,15106,4413,2022-05-02
1258,Pinterest Inc,Influencer,Space Wars,57423820,19398,3038,16360,2022-04-16
1645,TikTok Inc,E-Commerce,Space Wars,37725014,19233,12360,6873,2022-05-29
2839,The Martingale Agency,E-Commerce,Clay-Dough,98574675,19196,3603,15593,2022-01-31
962,TikTok Inc,Media Supported Asset,Transmorphers,99360603,19100,16796,2304,2022-04-21
3133,Pinterest Inc,Influencer,GI-Bro,48972095,18990,2245,16745,2022-03-24
595,KYG Antler LLC,Media Supported Asset,Transmorphers,74210627,18900,2274,16626,2022-05-31
1217,KYG Antler LLC,Brand Asset Development,GI-Bro,43112788,18814,10897,7917,2022-01-07
4313,Google Inc.,E-Commerce,Space Wars,68670285,18785,5276,13509,2022-06-03
2933,Nintendo Technologies,Media Supported Asset,GI-Bro,70319849,18731,11768,6963,2022-05-25
3185,Pinterest Inc,Brand Asset Development,Space Wars,34298762,18649,10643,8006,2022-05-30
1549,Nintendo Technologies,E-Commerce,GI-Bro,76791541,18619,11479,7140,2022-02-24
2448,The Martingale Agency,Influencer,Clay-Dough,42662301,18608,17067,1541,2022-05-01
2481,Google Inc.,Media Supported Asset,GI-Bro,39391094,18544,6302,12242,2022-06-01
407,The Martingale Agency,Brand Asset Development,Clay-Dough,69586934,18491,9424,9067,2022-02-19
2870,KYG Antler LLC,E-Commerce,Transmorphers,49632692,18458,15148,3310,2022-01-27
2798,The Martingale Agency,Brand Asset Development,Clay-Dough,67995566,18455,3880,14575,2022-05-26
4013,TikTok Inc,Influencer,GI-Bro,64788906,18230,1761,16469,2022-03-23
192,The Martingale Agency,E-Commerce,GI-Bro,36296783,18222,3673,14549,2022-02-01
1854,Pinterest Inc,Brand Asset Development,Merf,48056023,18132,16969,1163,2022-03-24
4468,Nintendo Technologies,Media Supported Asset,Clay-Dough,33888048,18112,16835,1277,2022-03-03
1287,Nintendo Technologies,Influencer,Transmorphers,40807261,18062,17842,220,2022-03-14
1145,Pinterest Inc,Brand Asset Development,Space Wars,88168771,17920,7862,10058,2022-02-20
1111,TikTok Inc,Brand Publicity,Merf,58763076,17896,1412,16484,2022-03-13
190,Pinterest Inc,E-Commerce,Clay-Dough,89323874,17673,1625,16048,2022-04-08
3991,Nintendo Technologies,Media Supported Asset,Merf,49631153,17660,1361,16299,2022-03-25
3298,Nintendo Technologies,Influencer,Transmorphers,10474963,17651,10962,6689,2022-04-06
4014,Google Inc.,Brand Publicity,Space Wars,62492776,17477,15239,2238,2022-02-19
4510,The Martingale Agency,E-Commerce,Transmorphers,35046054,17403,1347,16056,2022-06-06
4039,TikTok Inc,Brand Publicity,Space Wars,87583715,17377,16136,1241,2022-06-12
1370,KYG Antler LLC,Media Supported Asset,Merf,51406696,17369,14523,2846,2022-06-24
